Date,Open,High,Low,Close
05/17/2011,"1,326.10","1,330.42","1,318.51","1,328.98"
05/16/2011,"1,334.77","1,343.33","1,327.32","1,329.47"
05/13/2011,"1,348.69","1,350.47","1,333.36","1,337.77"
05/12/2011,"1,339.39","1,351.05","1,332.03","1,348.65"
05/11/2011,"1,354.51","1,354.51","1,336.36","1,342.08"
05/10/2011,"1,348.34","1,359.44","1,348.34","1,357.16"
05/09/2011,"1,340.20","1,349.44","1,338.64","1,346.29"
05/06/2011,"1,340.24","1,354.36","1,335.58","1,340.20"
05/05/2011,"1,344.16","1,348.00","1,329.17","1,335.10"
05/04/2011,"1,355.90","1,355.90","1,341.50","1,347.32"
05/03/2011,"1,359.76","1,360.84","1,349.52","1,356.62"
05/02/2011,"1,365.21","1,370.58","1,358.59","1,361.22"
04/29/2011,"1,360.14","1,364.56","1,358.69","1,363.61"
04/28/2011,"1,353.86","1,361.71","1,353.60","1,360.48"
04/27/2011,"1,348.43","1,357.49","1,344.25","1,355.66"
04/26/2011,"1,336.75","1,349.55","1,336.75","1,347.24"
04/25/2011,"1,337.14","1,337.55","1,331.47","1,335.25"
04/21/2011,"1,333.23","1,337.49","1,332.83","1,337.38"
04/20/2011,"1,319.12","1,332.66","1,319.12","1,330.36"
04/19/2011,"1,305.99","1,312.70","1,303.97","1,312.62"
04/18/2011,"1,313.35","1,313.35","1,294.70","1,305.14"
04/15/2011,"1,314.54","1,322.88","1,313.68","1,319.68"
04/14/2011,"1,311.13","1,316.79","1,302.42","1,314.52"
04/13/2011,"1,314.03","1,321.35","1,309.19","1,314.41"
04/12/2011,"1,321.96","1,321.96","1,309.51","1,314.16"
04/11/2011,"1,329.01","1,333.77","1,321.06","1,324.46"
04/08/2011,"1,336.16","1,339.46","1,322.94","1,328.17"
04/07/2011,"1,334.82","1,338.80","1,326.56","1,333.51"
04/06/2011,"1,335.94","1,339.38","1,331.09","1,335.54"
04/05/2011,"1,332.03","1,338.21","1,330.03","1,332.63"
04/04/2011,"1,333.56","1,336.74","1,329.10","1,332.87"
04/01/2011,"1,329.48","1,337.85","1,328.89","1,332.41"
03/31/2011,"1,327.44","1,329.77","1,325.03","1,325.83"
03/30/2011,"1,321.89","1,331.74","1,321.89","1,328.26"
03/29/2011,"1,309.37","1,319.45","1,305.26","1,319.44"
03/28/2011,"1,315.45","1,319.74","1,310.19","1,310.19"
03/25/2011,"1,311.80","1,319.18","1,310.15","1,313.80"
03/24/2011,"1,300.61","1,311.34","1,297.74","1,309.66"
03/23/2011,"1,292.19","1,300.51","1,284.05","1,297.54"
03/22/2011,"1,298.29","1,299.35","1,292.70","1,293.77"
03/21/2011,"1,281.65","1,300.58","1,281.65","1,298.38"
03/18/2011,"1,276.71","1,288.88","1,276.18","1,279.20"
03/17/2011,"1,261.61","1,278.88","1,261.61","1,273.72"
03/16/2011,"1,279.46","1,280.91","1,249.05","1,256.88"
03/15/2011,"1,288.46","1,288.46","1,261.12","1,281.87"
03/14/2011,"1,301.19","1,301.19","1,286.37","1,296.39"
03/11/2011,"1,293.43","1,308.35","1,291.99","1,304.28"
03/10/2011,"1,315.72","1,315.72","1,294.21","1,295.11"
03/09/2011,"1,319.92","1,323.21","1,312.27","1,320.02"
03/08/2011,"1,311.05","1,325.74","1,306.86","1,321.82"
03/07/2011,"1,322.72","1,327.68","1,303.99","1,310.13"
03/04/2011,"1,330.73","1,331.08","1,312.59","1,321.15"
03/03/2011,"1,312.37","1,332.28","1,312.37","1,330.97"
03/02/2011,"1,305.47","1,314.19","1,302.58","1,308.44"
03/01/2011,"1,328.64","1,332.09","1,306.14","1,306.33"
02/28/2011,"1,321.61","1,329.38","1,320.55","1,327.22"
02/25/2011,"1,307.34","1,320.61","1,307.34","1,319.88"
02/24/2011,"1,307.09","1,310.91","1,294.26","1,306.10"
02/23/2011,"1,315.44","1,317.91","1,299.55","1,307.40"
02/22/2011,"1,338.91","1,338.91","1,312.33","1,315.44"
02/18/2011,"1,340.38","1,344.07","1,338.12","1,343.01"
02/17/2011,"1,334.37","1,341.50","1,331.00","1,340.43"
02/16/2011,"1,329.51","1,337.61","1,329.51","1,336.32"
02/15/2011,"1,330.43","1,330.43","1,324.61","1,328.01"
02/14/2011,"1,328.73","1,332.96","1,326.90","1,332.32"
02/11/2011,"1,318.66","1,330.79","1,316.08","1,329.15"
02/10/2011,"1,318.13","1,322.78","1,311.74","1,321.87"
02/09/2011,"1,322.48","1,324.54","1,314.89","1,320.88"
02/08/2011,"1,318.76","1,324.87","1,316.03","1,324.57"
02/07/2011,"1,311.85","1,322.85","1,311.85","1,319.05"
02/04/2011,"1,307.01","1,311.00","1,301.67","1,310.87"
02/03/2011,"1,302.77","1,308.60","1,294.83","1,307.10"
02/02/2011,"1,305.91","1,307.61","1,302.62","1,304.03"
02/01/2011,"1,289.14","1,308.86","1,289.14","1,307.59"
01/31/2011,"1,276.50","1,287.17","1,276.50","1,286.12"
01/28/2011,"1,299.63","1,302.67","1,275.10","1,276.34"
01/27/2011,"1,297.51","1,301.29","1,294.41","1,299.54"
01/26/2011,"1,291.97","1,299.74","1,291.97","1,296.63"
01/25/2011,"1,288.17","1,291.26","1,281.07","1,291.18"
01/24/2011,"1,283.29","1,291.93","1,282.47","1,290.84"
01/21/2011,"1,283.63","1,291.21","1,282.07","1,283.35"
01/20/2011,"1,280.85","1,283.35","1,271.26","1,280.26"
01/19/2011,"1,294.52","1,294.60","1,278.92","1,281.92"
01/18/2011,"1,293.22","1,296.06","1,290.16","1,295.02"
01/14/2011,"1,282.90","1,293.25","1,293.25","1,293.24"
01/13/2011,"1,285.78","1,286.70","1,280.47","1,283.76"
01/12/2011,"1,275.65","1,286.87","1,275.65","1,285.96"
01/11/2011,"1,272.58","1,277.25","1,269.62","1,274.48"
01/10/2011,"1,270.84","1,271.52","1,262.18","1,269.75"
01/07/2011,"1,274.41","1,276.83","1,261.70","1,271.50"
01/06/2011,"1,276.29","1,278.17","1,270.43","1,273.85"
01/05/2011,"1,268.78","1,277.63","1,265.36","1,276.56"
01/04/2011,"1,272.95","1,274.12","1,262.66","1,270.20"
01/03/2011,"1,257.62","1,276.17","1,257.62","1,271.87"
12/31/2010,"1,256.76","1,259.34","1,254.19","1,257.64"
12/30/2010,"1,259.44","1,261.09","1,256.32","1,257.88"
12/29/2010,"1,258.78","1,262.60","1,258.78","1,259.78"
12/28/2010,"1,259.10","1,259.90","1,256.22","1,258.51"
12/27/2010,"1,254.66","1,258.43","1,251.48","1,257.54"
12/23/2010,"1,257.53","1,258.59","1,254.05","1,256.77"
12/22/2010,"1,254.94","1,259.39","1,254.94","1,258.84"
12/21/2010,"1,249.43","1,254.61","1,249.43","1,254.60"
12/20/2010,"1,245.76","1,250.20","1,241.51","1,247.08"
12/17/2010,"1,243.63","1,245.81","1,239.87","1,243.91"
12/16/2010,"1,236.34","1,243.75","1,232.85","1,242.87"
12/15/2010,"1,241.58","1,244.25","1,234.01","1,235.23"
12/14/2010,"1,241.84","1,246.59","1,238.17","1,241.59"
12/13/2010,"1,242.52","1,246.73","1,240.34","1,240.46"
12/10/2010,"1,233.85","1,240.40","1,232.58","1,240.40"
12/09/2010,"1,230.14","1,234.71","1,226.85","1,233.00"
12/08/2010,"1,225.02","1,228.93","1,219.50","1,228.28"
12/07/2010,"1,227.25","1,235.05","1,223.25","1,223.75"
12/06/2010,"1,223.87","1,225.80","1,220.67","1,223.12"
12/03/2010,"1,219.93","1,225.57","1,216.82","1,224.71"
12/02/2010,"1,206.81","1,221.89","1,206.81","1,221.53"
12/01/2010,"1,186.60","1,207.61","1,186.60","1,206.07"
11/30/2010,"1,182.96","1,187.40","1,174.14","1,180.55"
11/29/2010,"1,189.08","1,190.34","1,173.64","1,187.76"
11/26/2010,"1,194.16","1,194.16","1,186.93","1,189.40"
11/24/2010,"1,183.70","1,198.62","1,183.70","1,198.35"
11/23/2010,"1,192.51","1,192.51","1,176.91","1,180.73"
11/22/2010,"1,198.07","1,198.94","1,184.58","1,197.84"
11/19/2010,"1,196.12","1,199.97","1,189.44","1,199.73"
11/18/2010,"1,183.75","1,200.29","1,183.75","1,196.69"
11/17/2010,"1,178.33","1,183.56","1,175.82","1,178.59"
11/16/2010,"1,194.79","1,194.79","1,173.00","1,178.34"
11/15/2010,"1,200.44","1,207.43","1,197.15","1,197.75"
11/12/2010,"1,209.07","1,210.50","1,194.08","1,199.21"
11/11/2010,"1,213.04","1,215.45","1,204.49","1,213.54"
11/10/2010,"1,213.14","1,218.75","1,204.33","1,218.71"
11/09/2010,"1,223.59","1,226.84","1,208.94","1,213.40"
11/08/2010,"1,223.24","1,224.57","1,217.55","1,223.25"
11/05/2010,"1,221.20","1,227.08","1,220.29","1,225.85"
11/04/2010,"1,198.34","1,221.25","1,198.34","1,221.06"
11/03/2010,"1,193.79","1,198.30","1,183.56","1,197.96"
11/02/2010,"1,187.86","1,195.88","1,187.86","1,193.57"
11/01/2010,"1,185.71","1,195.81","1,177.65","1,184.38"
10/29/2010,"1,183.87","1,185.46","1,179.70","1,183.26"
10/28/2010,"1,184.47","1,189.53","1,177.10","1,183.78"
10/27/2010,"1,183.84","1,183.84","1,171.70","1,182.45"
10/26/2010,"1,184.88","1,187.11","1,177.72","1,185.64"
10/25/2010,"1,184.74","1,196.14","1,184.74","1,185.62"
10/22/2010,"1,180.52","1,183.93","1,178.99","1,183.08"
10/21/2010,"1,179.82","1,189.43","1,171.17","1,180.26"
10/20/2010,"1,166.74","1,182.94","1,166.74","1,178.17"
10/19/2010,"1,178.64","1,178.64","1,159.71","1,165.90"
10/18/2010,"1,176.83","1,185.53","1,174.55","1,184.71"
10/15/2010,"1,177.47","1,181.20","1,167.12","1,176.19"
10/14/2010,"1,177.82","1,178.89","1,166.71","1,173.81"
10/13/2010,"1,171.32","1,184.38","1,171.32","1,178.10"
10/12/2010,"1,164.28","1,172.58","1,155.71","1,169.77"
10/11/2010,"1,165.32","1,168.68","1,162.02","1,165.32"
10/08/2010,"1,158.36","1,167.73","1,155.58","1,165.15"
10/07/2010,"1,161.57","1,163.87","1,151.41","1,158.06"
10/06/2010,"1,159.81","1,162.33","1,154.85","1,159.97"
10/05/2010,"1,140.68","1,162.76","1,140.68","1,160.75"
10/04/2010,"1,144.96","1,148.16","1,131.87","1,137.03"
10/01/2010,"1,143.49","1,150.30","1,139.42","1,146.24"
09/30/2010,"1,145.97","1,157.16","1,136.08","1,141.20"
09/29/2010,"1,146.75","1,148.63","1,140.26","1,144.73"
09/28/2010,"1,142.31","1,150.00","1,132.09","1,147.70"
09/27/2010,"1,148.64","1,149.92","1,142.00","1,142.16"
09/24/2010,"1,131.69","1,148.90","1,131.69","1,148.67"
09/23/2010,"1,131.10","1,136.77","1,122.79","1,124.83"
